Symbol,Name,Sector,Industry,Market Cap,Enterprise Value,PE Ratio (Forward),EV to EBITDA (Forward),PS Ratio (Forward),Price to Book Value,PE Ratio (5y Median),EV to EBITDA (5y Median),PS Ratio (5y Median),Price to Book Value (5y Median),Return on Equity (5y Median),Return on Assets (5y Median)
SYBT,Stock Yards Bancorp,Financial Services,Banks - Regional - US,599.5866,605.9506,16.3239,None,4.6751,2.1342,14.1113,None,3.3623,1.8018,0.133433,0.0125
SYKE,Sykes Enterprises,Technology,Information Technology Services,1310.6124,1153.9244,17.1998,7.7265,1.0199,1.9775,21.2485,6.2938,0.6761,1.3797,0.060373,0.042372
SYNA,Synaptics,Technology,Software - Application,3184.4568,3150.5568,14.5610,13.8791,1.5752,4.5125,19.6202,10.0972,2.0639,3.1201,0.158291,0.113751
SYNT,Syntel,Technology,Information Technology Services,3992.1157,3143.8477,16.5077,10.6319,4.0836,3.6581,16.0777,10.9084,3.9650,4.3344,0.296777,0.233937
SYRG,Synergy Resources,Energy,Oil & Gas Equipment & Services,1173.0399,1117.1319,83.4081,9.5058,7.4330,2.0493,None,None,8.9208,2.8369,0.086462,0.059902
SYUT,Synutra International,Consumer Defensive,Packaged Foods,288.8024,708.1014,6.6447,None,0.6112,2.3901,None,None,0.9732,5.2265,0.113087,0.020291
SYX,Systemax,Consumer Cyclical,Specialty Retail,352.7378,218.3378,None,None,None,1.2218,None,None,0.1299,1.1198,-0.052023,-0.025449
SZMK,Sizmek,Technology,Internet Content & Information,131.6506,66.7856,None,2.8949,0.7387,0.5488,None,None,None,None,None,None
SZYM,Solazyme,Basic Materials,Specialty Chemicals,231.1469,315.7329,None,-3.2889,4.0517,None,None,None,None,None,-0.595781,-0.386604
TAL,TAL International Group,Industrials,Rental & Leasing Services,672.0896,3827.4216,6.7255,6.5455,1.0051,1.0234,10.6334,7.9224,2.2398,2.1071,0.206033,0.03679
TASR,Taser International,Industrials,Aerospace & Defense,978.4410,883.0280,48.6400,22.4375,5.0858,6.5454,None,27.5429,4.1265,5.4942,0.170362,0.124409
TAST,Carrols Restaurant Group,Consumer Cyclical,Restaurants,422.5535,558.4465,None,8.0724,0.4958,4.2007,None,15.4517,0.3283,2.5623,-0.161651,-0.040757
TAT,TransAtlantic Petroleum,Energy,Oil & Gas E&P,65.2091,163.4831,53.0000,2.5991,0.6258,0.4479,None,None,2.4157,1.6711,-0.068111,-0.037687
TAX,Liberty Tax,Consumer Cyclical,Personal Services,282.1449,317.0989,13.8000,6.5006,1.5862,3.2310,None,None,None,None,None,None
TBBK,The Bancorp,Financial Services,Banks - Regional - US,271.8590,-714.1830,72.0000,None,1.8064,0.8666,None,None,2.7406,1.1840,0.042115,0.003209
TBI,Trueblue,Industrials,Staffing & Outsourcing Services,1216.6494,1305.1064,16.0609,8.7005,0.4625,2.3520,22.0325,9.8166,0.5248,2.2993,0.110226,0.058665
TBK,Triumph Bancorp,Financial Services,Banks - Regional - US,316.7842,296.3672,19.9545,None,2.5331,1.2463,None,None,None,None,None,None
TBNK,Territorial Bancorp,Financial Services,Savings & Cooperative Banks,278.5990,303.1330,18.0439,None,4.5973,1.2758,16.2144,None,4.0108,1.0676,0.066149,0.008741
TBPH,Theravance Biopharma,Healthcare,Biotechnology,681.8624,485.8924,None,None,16.3968,3.0639,None,None,None,None,None,None
TBRA,Tobira Therapeutics,Healthcare,Biotechnology,228.9177,160.2937,None,-4.2294,None,4.4595,None,None,None,None,None,None
TCBI,Texas Capital Bancshares,Financial Services,Banks - Regional - US,2754.7900,2132.2460,20.4457,8.2390,4.5421,1.9130,17.8778,None,4.2046,2.0355,0.125426,0.010521
TCBK,TriCo Bancshares,Financial Services,Banks - Regional - US,663.3517,642.3247,15.3368,None,3.3447,1.4962,14.9980,None,2.2701,1.2672,0.094281,0.008905
TCS,The Container Store Group,Consumer Cyclical,Specialty Retail,501.4642,847.7332,32.2232,11.2730,0.6235,2.5094,None,None,None,None,None,None
TDOC,Teladoc,Technology,Health Information Services,741.3873,616.5023,None,None,None,3.8506,None,None,None,None,None,None
TDW,Tidewater,Energy,Oil & Gas Equipment & Services,426.4676,1842.5816,None,8.4545,0.3934,0.1778,None,10.8506,2.1026,0.9635,0.047992,0.03006
TDY,Teledyne Technologies,Technology,Scientific & Technical Instruments,3263.8354,3890.7354,17.8677,10.6174,1.4345,2.2972,16.6549,10.3001,1.3144,2.3040,0.147356,0.077132
TECD,Tech Data,Technology,Computer Distribution,2674.9805,2335.7345,13.2026,6.3441,0.1010,1.3621,11.3338,5.5322,0.0831,1.0404,0.093639,0.03012
TEN,Tenneco,Consumer Cyclical,Auto Parts,3099.7079,4256.7079,11.6947,5.5140,0.3785,6.9345,15.4127,6.1479,0.3859,8.4674,0.543627,0.047803
TESO,Tesco,Energy,Oil & Gas Equipment & Services,306.5840,249.7450,None,15.5121,1.0794,0.6749,None,6.3241,1.0601,1.2450,0.060868,0.050187
TFM,Fresh Market,Consumer Defensive,Grocery Stores,1157.7782,1120.4502,14.8015,5.6865,0.6183,3.4130,None,15.7699,1.5743,10.6784,0.351363,0.128162
TG,Tredegar,Consumer Cyclical,Rubber & Plastics,483.0060,570.3970,9.0122,3.9888,0.4774,1.7143,23.9887,7.7108,0.7701,1.6335,0.067384,0.037493
TGH,Textainer Group Holdings,Industrials,Rental & Leasing Services,829.5828,3757.3288,6.5443,7.7184,1.5180,0.6895,9.8562,10.2675,3.8124,1.9398,0.21967,0.064649
TGTX,TG Therapeutics,Healthcare,Biotechnology,701.1380,607.1565,None,-9.8885,4198.4311,6.0281,None,None,None,None,None,None
THFF,First Financial,Financial Services,Banks - Regional - US,467.7576,441.0666,15.3206,None,3.2300,1.1448,13.1813,None,2.9784,1.1203,0.087626,0.011189
THLD,Threshold Pharmaceuticals,Healthcare,Biotechnology,284.3993,227.9853,None,None,16.1316,None,None,None,None,None,0.915981,-0.426742
THR,Thermon Group Holdings,Industrials,Diversified Industrials,581.3706,629.7656,17.3976,9.2348,2.0367,2.1015,None,None,None,None,None,None
THRM,Gentherm,Consumer Cyclical,Auto Parts,1762.0224,1732.1414,20.4703,11.5362,2.0491,5.0003,31.9475,12.0176,1.6241,4.7360,0.185017,0.065313
THRX,Theravance,Healthcare,Biotechnology,1056.8322,1594.7252,None,9.4073,21.0621,None,None,None,76.7257,None,-0.030815,-0.296534
THS,Treehouse Foods,Consumer Defensive,Packaged Foods,3616.5576,4909.4646,27.3685,12.9777,1.1210,1.9884,27.1774,11.4763,1.0982,1.9777,0.076408,0.035251
TILE,Interface,Consumer Cyclical,Textile Manufacturing,1326.8896,1485.7026,18.2188,9.9410,1.3046,4.0577,39.6545,13.4726,1.2235,3.7484,0.081647,0.030281
TIME,Time,Consumer Cyclical,Publishing,1755.2959,2801.2959,13.5222,6.0977,0.5676,0.9195,None,None,None,None,None,None
TIPT,Tiptree Financial,Financial Services,Insurance - Life,300.3299,914.2589,None,None,None,0.9397,None,None,4.6340,1.0004,0.101783,0.007527
TIS,Orchids Paper Products,Consumer Defensive,Household & Personal Products,308.1697,346.2447,21.1935,10.4780,1.7845,2.3127,20.0111,9.2296,1.5245,2.1414,0.113848,0.071566
TISI,Team,Industrials,Business Services,833.5191,1152.6051,17.8837,9.4553,0.7765,2.5281,23.6254,10.5783,1.0721,2.6272,0.123391,0.075401
TITN,Titan Machinery,Industrials,Industrial Distribution,260.3934,967.6044,163.1081,23.0355,0.1683,0.7061,None,13.7166,0.1973,1.1061,0.087993,0.026076
TIVO,Tivo,Communication Services,Pay TV,902.1134,544.7574,28.1260,4.3704,1.9298,2.8174,None,None,4.3668,3.5017,0.073659,0.025049
TKAI,Tokai Pharmaceuticals,Healthcare,Biotechnology,254.9813,181.8783,None,-5.5620,None,3.5464,None,None,None,None,None,None
TLGT,Teligent,Healthcare,Biotechnology,443.0757,402.6157,None,None,None,6.1073,None,None,6.4045,None,-0.433055,-0.259847
TLMR,Talmer Bancorp,Financial Services,Banks - Regional - US,1184.3023,1581.8113,18.7874,None,3.9499,1.6569,None,None,None,None,None,None
TLN,Talen Energy,Utilities,Utilities - Independent Power Producers,1030.6414,4412.6414,None,None,None,0.2341,None,None,None,None,None,None
TLYS,Tilly's,Consumer Cyclical,Apparel Stores,185.6003,108.8843,15.5238,2.6751,0.3388,1.1186,None,None,None,None,None,None
TMH,Team Health Holdings,Industrials,Staffing & Outsourcing Services,4026.2123,4766.7113,20.6823,12.6835,1.1395,7.1170,39.0992,16.7589,1.1869,None,0.368647,0.060249
TMHC,Taylor Morrison Home,Consumer Cyclical,Residential Construction,2110.3353,5054.4903,10.5244,17.2156,0.7092,4.0843,None,None,None,None,None,None
TMP,Tompkins Financial,Financial Services,Banks - Regional - US,897.5053,1228.3743,15.7258,15.6481,3.7247,1.7380,13.7525,None,2.8425,1.5007,0.114379,0.010362
TMST,TimkenSteel,Basic Materials,Steel,418.5001,592.9001,None,-14.3074,0.3668,0.6092,None,None,None,None,None,None
TNAV,Telenav,Technology,Internet Content & Information,276.5999,164.8559,None,-5.7998,1.5451,1.6606,None,None,1.6275,1.4437,0.06354,0.049004
TNC,Tennant,Industrials,Diversified Industrials,1090.3880,1058.1590,24.1144,12.2472,1.3276,4.4442,24.0236,12.4614,1.2697,3.8355,0.178265,0.09441
TNDM,Tandem Diabetes Care,Healthcare,Medical Devices,285.4118,233.1598,None,-3.4570,3.8873,4.0067,None,None,None,None,None,None
TNET,Trinet Group,Industrials,Business Services,1324.1217,1682.5647,21.7983,11.1115,2.4088,None,None,None,None,None,None,None
TNGO,Tangoe,Technology,Software - Infrastructure,315.4464,283.9274,None,14.5783,1.4300,1.7295,None,None,None,None,0.021064,0.01104
TNK,Teekay Tankers,Industrials,Shipping & Ports,1037.5120,1978.9880,4.8044,7.2615,2.1050,1.2377,None,None,1.6306,0.9659,-0.067137,-0.030707
TOWN,Towne Bank,Financial Services,Banks - Regional - US,1142.8800,1403.9730,17.6270,None,4.1256,1.4593,14.6194,None,2.1199,1.0566,0.08451,0.008922
TOWR,Tower International,Consumer Cyclical,Auto Parts,618.8866,1010.2806,9.2396,5.4064,0.3172,9.2512,None,5.7034,0.1847,5.8449,0.058007,-0.013657
TPC,Tutor Perini,Industrials,Engineering & Construction,839.1432,1574.4292,10.6429,7.0507,0.1638,0.5924,None,None,0.2315,0.7464,0.065597,0.026413
TPH,TRI Pointe Group,Consumer Cyclical,Residential Construction,2228.1746,3388.3646,11.4369,9.9937,0.9439,1.4137,None,None,None,None,None,None
TPLM,Triangle Petroleum,Energy,Oil & Gas E&P,62.6766,854.5466,None,5.6071,0.1420,0.3527,None,None,3.8694,1.3618,-0.096933,-0.068792
TPRE,Third Point Reinsurance,Financial Services,Insurance - Reinsurance,1469.3266,1587.7616,None,None,2.1777,1.1004,None,None,None,None,None,None
TPUB,Tribune Publishing,Consumer Cyclical,Publishing,208.5468,557.6418,6.7949,3.8570,0.1260,188.5595,None,None,None,None,None,None
TR,Tootsie Roll Industries,Consumer Defensive,Confectioners,1968.9528,1853.3948,37.3736,None,3.1739,2.8407,32.3682,16.9565,3.3059,2.5900,0.080615,0.061864
TRC,Tejon Ranch,Real Estate,Real Estate - General,451.0570,536.7000,68.1562,None,8.9089,1.5640,None,None,9.8286,2.1961,0.017465,0.013739
TREC,Trecora Resources,Basic Materials,Chemicals,338.2638,398.8758,14.6349,7.8519,1.3462,2.4090,16.9249,9.6580,1.0293,2.4317,0.162293,0.111675
TREE,LendingTree,Financial Services,Specialty Finance,1156.6742,1050.4232,50.3668,28.0225,4.6707,10.2548,None,None,2.3622,2.5424,0.060655,0.03502
TREX,Trex Co,Basic Materials,Building Materials,1290.8538,1336.8218,25.5000,13.9794,2.9517,11.9524,None,19.4031,2.5378,7.2059,0.131253,0.065503
TRK,Speedway Motorsports,Consumer Cyclical,Leisure,758.1167,1002.5267,18.2079,7.2906,1.5396,0.9702,None,8.9923,1.5086,0.8675,0.014908,0.007094
TRMK,Trustmark,Financial Services,Banks - Regional - US,1703.1347,2305.9177,14.8819,None,2.9111,1.1533,13.7711,None,2.9125,1.1992,0.089317,0.010677
TRNO,Terreno Realty,Real Estate,REIT - Industrial,1012.6018,1356.6688,25.3579,24.4141,10.4510,1.4571,None,None,8.3799,1.1401,0.019227,0.011471
TROV,TrovaGene,Healthcare,Diagnostics & Research,183.0912,124.2058,None,None,507.1779,3.3375,None,None,None,None,None,None
TROX,Tronox,Basic Materials,Chemicals,602.6501,3723.6501,None,10.6971,0.2787,0.5120,None,None,None,None,None,None
TRR,TRC Companies,Industrials,Waste Management,319.7932,264.5552,None,None,None,2.0893,None,None,0.5753,2.2204,0.189842,0.05412
TRS,TriMas,Industrials,Diversified Industrials,944.5888,1381.5488,16.2803,10.0123,1.0680,1.5540,14.7339,8.7582,0.6537,2.5824,0.165612,0.053176
TRST,Trustco Bank,Financial Services,Banks - Regional - US,617.2867,759.1317,14.7273,None,None,1.4972,14.4954,None,3.4260,1.5904,0.112449,0.008709
TRUE,TrueCar,Technology,Internet Content & Information,654.0502,530.3442,None,64.8501,2.5252,2.6911,None,None,None,None,None,None
TRUP,Trupanion,Financial Services,Insurance - Specialty,229.6336,184.7426,None,-16.4949,1.5611,4.8437,None,None,None,None,None,None
TRVN,Trevena,Healthcare,Biotechnology,621.3881,454.1937,None,23.1260,None,3.9392,None,None,None,None,None,None
TRXC,TransEnterix,Healthcare,Medical Instruments & Supplies,264.3767,211.4837,None,-5.2739,660.9418,1.3720,None,None,None,6.5928,None,None
TSC,TriState Capital Holdings,Financial Services,Banks - Regional - US,367.7234,447.6584,16.6076,9.9259,3.5684,1.1472,None,None,None,None,None,None
TSE,Trinseo,Consumer Cyclical,Rubber & Plastics,1354.0745,2254.2645,5.8516,4.5097,0.3300,3.9220,None,None,None,None,None,None
TSQ,Townsquare Media,Consumer Cyclical,Broadcasting - Radio,201.2608,772.9008,12.5922,7.8956,0.4600,0.5579,None,None,None,None,None,None
TSRA,Tessera Technologies,Technology,Semiconductor Equipment & Materials,1642.3031,1255.1181,14.0524,None,6.0272,3.1209,None,None,5.1387,1.7683,-0.020446,-0.019246
TSRO,Tesaro,Healthcare,Biotechnology,1994.4924,1813.8374,None,-9.8955,499.8728,13.3019,None,None,None,None,None,None
TSYS,TeleCommunication Systems,Technology,Software - Application,302.7143,394.6363,21.4783,10.1566,0.7897,2.5042,None,None,0.4667,1.0654,-0.009992,-0.003437
TTEC,TeleTech Holdings,Industrials,Business Services,1380.7322,1417.1852,18.9254,8.2893,1.0636,3.3331,17.4572,7.6824,1.0181,2.5398,0.149294,0.083649
TTEK,Tetra Tech,Industrials,Engineering & Construction,1628.6264,1686.6494,14.8114,7.9704,0.8980,1.9019,16.7527,8.3208,0.6489,1.6783,0.108052,0.06024
TTGT,TechTarget,Technology,Internet Content & Information,269.4787,248.9647,38.4864,10.1288,2.3921,1.6647,None,18.8633,2.7433,1.4260,0.017463,0.015614
TTI,Tetra Technologies,Energy,Oil & Gas Equipment & Services,727.6870,1993.1670,33.5926,8.1911,0.6385,1.9064,None,13.1877,0.8450,1.4475,-0.017876,-0.008052
TTMI,TTM Technologies,Technology,Contract Manufacturers,761.3391,1825.2161,None,7.3317,0.3652,0.9300,None,None,0.5569,1.0568,0.025969,0.011302
TTOO,T2 Biosystems,Healthcare,Diagnostics & Research,225.8603,206.5043,None,-4.8232,77.4555,9.4859,None,None,None,None,None,None
TTPH,Tetraphase Pharmaceutical,Healthcare,Drug Manufacturers - Specialty & Generic,408.1775,185.7185,None,-2.1849,34.1800,1.8692,None,None,None,None,None,None
TTS,Tile Shop Holdings,Consumer Cyclical,Home Improvement Stores,871.3404,919.4714,54.2026,16.2144,2.9897,7.9281,None,None,None,None,None,None
TTWO,Take-Two Interactive,Technology,Electronic Gaming & Multimedia,2954.1680,2377.0950,57.7025,13.2576,2.0815,5.2373,None,None,1.1866,2.3768,-0.073854,-0.037417
TUBE,TubeMogul,Technology,Software - Application,406.5556,323.8146,None,-480.9131,2.3375,3.1872,None,None,None,None,None,None
TUES,Tuesday Morning,Consumer Defensive,Discount Stores,298.7559,275.4719,18.7222,9.1824,0.3224,1.3945,None,None,0.3933,1.4874,0.012606,0.008271
TUMI,Tumi Holdings,Consumer Cyclical,Footwear & Accessories,1194.0127,1117.7757,19.5076,9.7736,2.1905,2.5633,None,None,None,None,None,None
TVPT,Travelport Worldwide,Consumer Cyclical,Leisure,1692.6197,4084.6197,16.4286,7.7060,0.7669,None,None,None,None,None,None,None
TWI,Titan International,Industrials,Farm & Construction Equipment,220.6907,541.4897,None,51.5704,0.1598,0.5353,None,None,0.5561,1.5552,0.042185,0.015293
TWIN,Twin Disc,Industrials,Diversified Industrials,131.4550,123.1630,None,51.3179,0.6501,0.9865,26.2828,9.9675,0.9915,1.9852,0.08178,0.040798
TWOU,2U,Technology,Software - Infrastructure,1039.1396,863.8156,None,-113.0994,6.9769,5.3312,None,None,None,None,None,None
TXMD,TherapeuticsMD,Healthcare,Drug Manufacturers - Major,1312.5182,1231.3943,None,-14.1328,66.3659,16.9232,None,None,None,None,-0.689763,-1.757384
TXRH,Texas Roadhouse,Consumer Cyclical,Restaurants,2466.2806,2471.5926,25.8682,11.5363,1.3649,3.7464,21.8427,9.6345,1.2488,2.9178,0.139595,0.096289
TXTR,Textura,Technology,Software - Application,605.4862,532.3192,None,57.3481,6.9372,4.8712,None,None,None,None,None,None
TYL,Tyler Technologies,Technology,Software - Application,5832.7565,5585.0185,76.3822,36.7562,10.0483,13.5301,60.7489,27.8709,5.9732,12.0121,0.222914,0.10972
TYPE,Monotype Imaging Holdings,Technology,Software - Application,1029.1757,942.8607,29.1412,13.4358,5.3857,3.4122,28.7218,14.0460,5.0801,3.2500,0.122417,0.086862
TZOO,Travelzoo,Technology,Internet Content & Information,125.3566,96.4446,170.2000,8.1802,0.7695,5.5998,None,13.4880,2.2671,8.5485,0.360871,0.163594
UACL,Universal Truckload,Industrials,Trucking,446.6729,668.9299,11.5168,6.2082,0.3960,3.6097,14.3605,7.2547,0.5577,4.2679,0.382469,0.153664
UAM,Universal American,Healthcare,Healthcare Plans,603.3024,432.0724,None,24.7393,0.3607,0.9888,None,None,0.3515,None,None,None
UBA,Urstadt Biddle Properties,Real Estate,REIT - Retail,710.5748,1103.2348,16.5083,16.2479,5.9437,1.5668,28.3858,None,6.7197,2.4067,0.131513,0.056794
UBNK,United Financial Bancorp,Financial Services,Savings & Cooperative Banks,682.1727,1477.7277,12.9296,None,3.4471,1.0977,26.8520,None,4.2062,1.0672,0.043666,0.006628
UBNT,Ubiquiti Networks,Technology,Communication Equipment,2857.3016,2516.2216,16.7228,11.6543,4.5463,6.9061,None,None,None,None,0.694939,0.441879
UBSH,Union Bankshares,Financial Services,Banks - Regional - US,1194.9678,1638.7428,17.7629,None,3.7294,1.2010,14.9351,None,2.6220,1.0251,0.068047,0.008284
UBSI,United Bankshares,Financial Services,Banks - Regional - US,2919.2915,2799.7235,21.0063,None,6.3083,1.7073,17.1456,None,4.2427,1.4162,0.084766,0.010016
UCBI,United Community Banks,Financial Services,Banks - Regional - US,1495.3490,1682.9860,16.4724,None,4.5660,1.4907,None,None,2.4313,1.3793,0.08808,0.007086
UCFC,United Community,Financial Services,Savings & Cooperative Banks,278.1259,521.0749,17.1765,None,3.6359,1.1402,None,None,1.7290,0.8594,0.010655,0.000976
UCTT,Ultra Clean Holdings,Technology,Semiconductor Equipment & Materials,152.2398,169.3798,15.2258,7.7413,0.3202,0.7086,14.1364,8.2445,0.4290,1.2636,0.093233,0.05578
UDF,UDF IV,Real Estate,REIT - Residential,544.4386,696.3658,None,None,None,1.0672,None,None,None,None,None,None
UE,Urban Edge Props,Real Estate,REIT - Diversified,2352.2085,3434.4875,None,None,None,5.2805,None,None,None,None,None,None
UEC,Uranium Energy,Basic Materials,Industrial Metals & Minerals,100.7112,110.3763,None,-18.5897,4.1107,3.2501,None,None,None,3.4981,-0.399046,-0.357555
UEIC,Universal Electronics,Technology,Consumer Electronics,754.0722,737.1452,18.9818,9.6687,1.2485,2.9151,24.1419,10.0609,1.0597,1.8817,0.086566,0.05507
UFCS,United Fire Group,Financial Services,Insurance - Property & Casualty,1000.5484,876.3124,17.4236,None,None,1.1834,13.6511,None,0.8128,0.8670,0.064519,0.013082
UFI,Unifi,Consumer Cyclical,Textile Manufacturing,545.4192,665.5302,15.0887,9.8291,0.8015,1.8858,18.6783,7.4379,0.5830,1.3494,0.081678,0.048492
UFPI,Universal Forest Products,Basic Materials,Lumber & Wood Production,1562.1505,1598.4265,20.0491,9.2840,0.5398,2.0994,31.0661,10.8404,0.3792,1.3176,0.042846,0.030455
UHT,Universal Health Realty,Real Estate,REIT - Healthcare Facilities,681.8863,908.4383,62.4024,None,None,3.4224,28.6348,22.3244,11.9374,3.3122,0.113689,0.072088
UIHC,United Insurance Holdings,Financial Services,Insurance - Property & Casualty,402.7851,331.0911,19.0278,None,1.1845,1.7730,None,None,None,None,0.160348,0.038265
UIL,UIL Holdings,Utilities,Utilities - Regulated Gas,2791.2631,4529.3821,20.5589,9.7961,1.6415,2.0104,18.6926,8.5465,1.2344,1.6298,0.088467,0.022013
UIS,Unisys,Technology,Information Technology Services,617.1805,653.2805,6.6811,4.3552,0.2035,None,12.4625,2.3155,0.3033,None,-0.073965,0.04335
ULTR,Ultrapetrol (Bahamas),Industrials,Shipping & Ports,53.4631,483.1131,None,6.2434,0.1440,0.1560,None,11.9715,None,0.6139,-0.099376,-0.029256
UMBF,UMB Financial,Financial Services,Banks - Regional - US,2601.2919,1503.1569,21.0030,None,2.9468,1.3685,18.2019,None,2.6777,1.5402,0.089102,0.007986
UMH,UMH Properties,Real Estate,REIT - Residential,254.1810,611.5630,14.7031,21.5567,3.4834,2.2490,None,16.6054,3.4475,2.0686,0.065106,0.020171
UMPQ,Umpqua Holdings,Financial Services,Banks - Regional - US,3897.8409,4184.5819,15.2153,None,3.3624,1.0162,19.9764,None,2.9397,0.8996,0.053299,0.008112
UNF,UniFirst,Consumer Cyclical,Apparel Manufacturing,2161.7068,1886.5388,18.6794,6.9353,1.4673,1.7402,16.4843,6.7517,1.3742,1.7617,0.110935,0.084375
UNFI,United Natural Foods,Consumer Defensive,Food Distribution,2204.4396,2736.4456,15.0376,8.2825,0.2575,1.5910,26.6687,13.9059,0.4728,2.5588,0.105015,0.059082
UNIS,Unilife,Healthcare,Medical Instruments & Supplies,111.8571,187.8941,None,-3.2677,5.3013,None,None,None,38.0637,None,-1.064816,-0.704232
